assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	ncbi_taxonomy_x	ncbi_taxonomy_y	NCBI_Domain	NCBI_Phylum	NCBI_Class	NCBI_Order	NCBI_Family	NCBI_Genus	NCBI_Species	GCF
GCF_007954585.1	PRJNA224116	SAMN11843676		representative genome	1883414	1883414	Pistricoccus aurantiacus	strain=CBA4606		latest	Complete Genome	Major	Full	2019/08/11	ASM795458v1	World Institute of Kimchi	GCA_007954585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/954/585/GCF_007954585.1_ASM795458v1			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Pistricoccus;s__Pistricoccus aurantiacus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Pistricoccus;s__Pistricoccus aurantiacus	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Pistricoccus	Pistricoccus_aurantiacus	007954585
GCF_001708305.1	PRJNA224116	SAMN05560386		representative genome	1888195	1888195	Streptococcus himalayensis	strain=HTS2		latest	Complete Genome	Major	Full	2016/08/23	ASM170830v1	National Institute for Communicable Disease Control and Prevention, China CDC	GCA_001708305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/305/GCF_001708305.1_ASM170830v1		assembly from type material	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus himalayensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus himalayensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_himalayensis	001708305
GCF_014784055.1	PRJNA224116	SAMN15890316		representative genome	1888915	1888915	Polaribacter haliotis	strain=KCTC 52418		latest	Complete Genome	Major	Full	2020/09/29	ASM1478405v1	Kyung Hee University	GCA_014784055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/784/055/GCF_014784055.1_ASM1478405v1		assembly from type material	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter haliotis	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter haliotis	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter_haliotis	014784055
GCF_008807735.1	PRJNA224116	SAMN10058771		representative genome	1890302	1890302	Bacillus wiedmannii	strain=SR52		latest	Complete Genome	Major	Full	2019/10/03	ASM880773v1	Chinese Academy of Sciences	GCA_008807735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/807/735/GCF_008807735.1_ASM880773v1			d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus wiedmannii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus wiedmannii	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_wiedmannii	008807735
GCF_000807775.2	PRJNA224116	SAMN03174139		representative genome	1891094	1891094	Pandoraea fibrosis	strain=6399		latest	Complete Genome	Major	Full	2020/01/13	ASM80777v2	University of Malaya	GCA_000807775.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/775/GCF_000807775.2_ASM80777v2		assembly from type material	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__Pandoraea fibrosis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__Pandoraea fibrosis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea_fibrosis	000807775
GCF_002157735.2	PRJNA224116	SAMD00057777		representative genome	1891186	1891186	Vibrio aphrogenes	strain=CA-1004		latest	Complete Genome	Major	Full	2018/06/06	ASM215773v2	Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Sciences, Hokkaido University	GCA_002157735.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/735/GCF_002157735.2_ASM215773v2		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio aphrogenes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio aphrogenes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_aphrogenes	002157735
GCF_009834025.1	PRJNA224116	SAMN13640879		representative genome	1891644	1891644	Epidermidibacterium keratini	strain=EPI-7		latest	Complete Genome	Major	Full	2020/01/08	ASM983402v1	COSMAX BTI	GCA_009834025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/834/025/GCF_009834025.1_ASM983402v1		assembly from type material	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Sporichthyales;f__Sporichthyaceae;g__Epidermidibacterium;s__Epidermidibacterium keratini	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Sporichthyales;f__Sporichthyaceae;g__Epidermidibacterium;s__Epidermidibacterium keratini	Bacteria	Actinobacteria	Actinomycetia	Sporichthyales	Sporichthyaceae	Epidermidibacterium	Epidermidibacterium_keratini	009834025
GCF_002101395.1	PRJNA224116	SAMN06329872		representative genome	1891675	1891675	Pantoea alhagi	strain=LTYR-11Z		latest	Complete Genome	Major	Full	2017/04/20	ASM210139v1	Northwest A&F University	GCA_002101395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/395/GCF_002101395.1_ASM210139v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea;s__Pantoea alhagi	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea;s__Pantoea alhagi	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_alhagi	002101395
GCF_012932215.1	PRJNA224116	SAMN14082710		representative genome	1891787	1891787	Roseobacter ponti	strain=DSM 106830		latest	Complete Genome	Major	Full	2020/04/29	ASM1293221v1	Georg-August-University Goettingen	GCA_012932215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/932/215/GCF_012932215.1_ASM1293221v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter ponti	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter ponti	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	Roseobacter_ponti	012932215
GCF_001983935.1	PRJNA224116	SAMN05726332		representative genome	1891926	1891926	Fuerstia marisgermanicae	strain=NH11		latest	Complete Genome	Major	Full	2017/02/03	ASM198393v1	Leibniz-Institute DSMZ German Collection of Microorganisms and Cell Cultures	GCA_001983935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/983/935/GCF_001983935.1_ASM198393v1		assembly from type material	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Fuerstia;s__Fuerstia marisgermanicae	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Fuerstia;s__Fuerstia marisgermanicae	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Fuerstia	Fuerstia_marisgermanicae	001983935
GCF_001886615.1	PRJNA224116	SAMN06019500		representative genome	1897729	1897729	Halomonas aestuarii	strain=Hb3		latest	Complete Genome	Major	Full	2016/11/28	ASM188661v1	Jeju National University	GCA_001886615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/615/GCF_001886615.1_ASM188661v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__Halomonas aestuarii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__Halomonas aestuarii	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_aestuarii	001886615
GCF_013283835.1	PRJNA224116	SAMN10884415		representative genome	1904463	1904463	Poseidonibacter lekithochrous	strain=DSM 100870		latest	Complete Genome	Major	Full	2020/06/07	ASM1328383v1	USDA, ARS, WRRC	GCA_013283835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/283/835/GCF_013283835.1_ASM1328383v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Poseidonibacter;s__Poseidonibacter lekithochrous	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Poseidonibacter;s__Poseidonibacter lekithochrous	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Poseidonibacter	Poseidonibacter_lekithochrous	013283835
GCF_001735805.1	PRJNA224116	SAMN05520841		representative genome	1904616	1904616	Streptomyces fodineus	strain=TW1S1		latest	Complete Genome	Major	Full	2016/09/20	ASM173580v1	Chungnam National University	GCA_001735805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/735/805/GCF_001735805.1_ASM173580v1		assembly from type material	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces fodineus	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces fodineus	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_fodineus	001735805
GCF_001742145.1	PRJNA224116	SAMN02729843		representative genome	1905730	1905730	Pectobacterium parmentieri	strain=RNS 08-42-1A		latest	Complete Genome	Major	Full	2016/09/22	ASM174214v1	Institute for integrative biology of the cell	GCA_001742145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/742/145/GCF_001742145.1_ASM174214v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium parmentieri	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium parmentieri	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium_parmentieri	001742145
GCF_010587025.1	PRJNA224116	SAMN11618741		representative genome	1906744	1906744	Rodentibacter heylii	strain=G1		latest	Complete Genome	Major	Full	2020/02/14	ASM1058702v1	University of Alabama at Birmingham	GCA_010587025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/587/025/GCF_010587025.1_ASM1058702v1			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter heylii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter heylii	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Rodentibacter	Rodentibacter_heylii	010587025
GCF_002271215.1	PRJNA224116	SAMN05891786		representative genome	1907578	1907578	Lelliottia jeotgali	strain=PFL01		latest	Complete Genome	Major	Full	2017/08/28	ASM227121v1	Kyung Hee university	GCA_002271215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/271/215/GCF_002271215.1_ASM227121v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Lelliottia;s__Lelliottia jeotgali	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Lelliottia;s__Lelliottia jeotgali	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia_jeotgali	002271215
GCF_005280275.1	PRJNA224116	SAMN11525967		representative genome	1908198	1908198	Salinivibrio kushneri	strain=AL184		latest	Complete Genome	Major	Full	2019/05/11	ASM528027v1	University of Sevilla, Spain	GCA_005280275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/275/GCF_005280275.1_ASM528027v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Salinivibrio;s__Salinivibrio kushneri	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Salinivibrio;s__Salinivibrio kushneri	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Salinivibrio	Salinivibrio_kushneri	005280275
GCF_001856685.1	PRJNA224116	SAMN05938308		representative genome	1912795	1912795	Actinomyces tangfeifanii	strain=VUL4_3		latest	Complete Genome	Major	Full	2016/10/31	ASM185668v1	China CDC	GCA_001856685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/856/685/GCF_001856685.1_ASM185668v1		assembly from type material	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Boudabousia;s__Boudabousia tangfeifanii	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Boudabousia;s__Boudabousia tangfeifanii	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Boudabousia	Boudabousia_tangfeifanii	001856685
GCF_008000835.1	PRJNA224116	SAMN12421742		representative genome	1912871	1912871	Malaciobacter canalis	strain=LMG 29148		latest	Complete Genome	Major	Full	2019/08/17	ASM800083v1	USDA, ARS, WRRC	GCA_008000835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/000/835/GCF_008000835.1_ASM800083v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Malaciobacter;s__Malaciobacter canalis	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Malaciobacter;s__Malaciobacter canalis	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Malaciobacter	Malaciobacter_canalis	008000835
GCF_003287895.1	PRJNA224116	SAMN09487132		representative genome	1912897	1912897	Blautia argi	strain=KCTC 15426		latest	Complete Genome	Major	Full	2018/07/04	ASM328789v1	KRIBB	GCA_003287895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/287/895/GCF_003287895.1_ASM328789v1		assembly from type material	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia argi	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia argi	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_argi	003287895
GCF_001889005.1	PRJNA224116	SAMN05945920		representative genome	1913577	1913577	Gramella salexigens	strain=LPB0144		latest	Complete Genome	Major	Full	2016/12/05	ASM188900v1	Korea University	GCA_001889005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/005/GCF_001889005.1_ASM188900v1		assembly from type material	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella salexigens	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella salexigens	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella_salexigens	001889005
GCF_003967275.1	PRJNA224116	SAMD00126344		representative genome	1914471	1914471	Sulfuritortus calidifontis	strain=J1A		latest	Complete Genome	Major	Full	2018/10/25	ASM396727v1	The Institute of Low Temperature Science, Hokkaido University	GCA_003967275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/275/GCF_003967275.1_ASM396727v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Sulfuritortus;s__Sulfuritortus calidifontis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Sulfuritortus;s__Sulfuritortus calidifontis	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Sulfuritortus	Sulfuritortus_calidifontis	003967275
GCF_001940525.2	PRJNA224116	SAMN05969900		representative genome	1915078	1915078	Thioclava nitratireducens	strain=25B10_4		latest	Complete Genome	Major	Full	2017/02/21	ASM194052v2	Thioclava sp. 25B10_4 (MCCC 1A07302) is available from MCCC (Marine Culture Collection of China) (http://www.mccc.org.cn/).	GCA_001940525.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/940/525/GCF_001940525.2_ASM194052v2		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thioclava;s__Thioclava nitratireducens	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thioclava;s__Thioclava nitratireducens	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava_nitratireducens	001940525
GCF_002754935.1	PRJNA224116	SAMN06008796		representative genome	1917166	33070	Synechococcus lividus PCC 6715	strain=PCC 6715		latest	Complete Genome	Major	Full	2017/11/06	ASM275493v1	Peking University Shenzhen Graduate School	GCA_002754935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/754/935/GCF_002754935.1_ASM275493v1		assembly from type material	d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus lividus	d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus lividus	Bacteria	Cyanobacteria	norank	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_lividus	002754935
GCF_002863865.1	PRJNA224116	SAMN06011404		representative genome	1917421	1917421	Ketobacter alkanivorans	strain=GI5		latest	Complete Genome	Major	Full	2018/01/05	ASM286386v1	Chungbuk University	GCA_002863865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/865/GCF_002863865.1_ASM286386v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Ketobacter;s__Ketobacter alkanivorans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Ketobacter;s__Ketobacter alkanivorans	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Ketobacter	Ketobacter_alkanivorans	002863865
GCF_003609975.1	PRJNA224116	SAMD00097183		representative genome	1917441	1917441	Streptococcus ruminantium	strain=GUT-187		latest	Complete Genome	Major	Full	2018/04/12	ASM360997v1	Department of Infectious Diseases	GCA_003609975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/609/975/GCF_003609975.1_ASM360997v1			d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus ruminantium	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus ruminantium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_ruminantium	003609975
GCF_002795805.1	PRJNA224116	SAMN06046392		representative genome	1921086	1921086	Mariprofundus aestuarium	strain=CP-5		latest	Complete Genome	Major	Full	2017/11/27	ASM279580v1	University of Delaware	GCA_002795805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/805/GCF_002795805.1_ASM279580v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__Mariprofundus aestuarium	d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__Mariprofundus aestuarium	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	Mariprofundus_aestuarium	002795805
GCF_002795825.1	PRJNA224116	SAMN06046393		representative genome	1921087	1921087	Mariprofundus ferrinatatus	strain=CP-8		latest	Complete Genome	Major	Full	2017/11/27	ASM279582v1	University of Delaware	GCA_002795825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/825/GCF_002795825.1_ASM279582v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__Mariprofundus ferrinatatus	d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__Mariprofundus ferrinatatus	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	Mariprofundus_ferrinatatus	002795825
GCF_001890385.1	PRJNA224116	SAMN06050156		representative genome	1921510	1921510	Tardibacter chloracetimidivorans	strain=JJ-A5		latest	Complete Genome	Major	Full	2016/12/07	ASM189038v1	College of Agriculture and Life Science, Seoul National University	GCA_001890385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/385/GCF_001890385.1_ASM189038v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Tardibacter;s__Tardibacter chloracetimidivorans	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Tardibacter;s__Tardibacter chloracetimidivorans	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Tardibacter	Tardibacter_chloracetimidivorans	001890385
