assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_001708305.1	PRJNA224116	SAMN05560386		representative genome	1888195	1888195	Streptococcus himalayensis	strain=HTS2		latest	Complete Genome	Major	Full	2016/08/23	ASM170830v1	National Institute for Communicable Disease Control and Prevention, China CDC	GCA_001708305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/305/GCF_001708305.1_ASM170830v1		assembly from type material
GCF_014784055.1	PRJNA224116	SAMN15890316		representative genome	1888915	1888915	Polaribacter haliotis	strain=KCTC 52418		latest	Complete Genome	Major	Full	2020/09/29	ASM1478405v1	Kyung Hee University	GCA_014784055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/784/055/GCF_014784055.1_ASM1478405v1		assembly from type material
GCF_008807735.1	PRJNA224116	SAMN10058771		representative genome	1890302	1890302	Bacillus wiedmannii	strain=SR52		latest	Complete Genome	Major	Full	2019/10/03	ASM880773v1	Chinese Academy of Sciences	GCA_008807735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/807/735/GCF_008807735.1_ASM880773v1		
GCF_000807775.2	PRJNA224116	SAMN03174139		representative genome	1891094	1891094	Pandoraea fibrosis	strain=6399		latest	Complete Genome	Major	Full	2020/01/13	ASM80777v2	University of Malaya	GCA_000807775.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/775/GCF_000807775.2_ASM80777v2		assembly from type material
GCF_002157735.2	PRJNA224116	SAMD00057777		representative genome	1891186	1891186	Vibrio aphrogenes	strain=CA-1004		latest	Complete Genome	Major	Full	2018/06/06	ASM215773v2	Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Sciences, Hokkaido University	GCA_002157735.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/735/GCF_002157735.2_ASM215773v2		assembly from type material
GCF_009834025.1	PRJNA224116	SAMN13640879		representative genome	1891644	1891644	Epidermidibacterium keratini	strain=EPI-7		latest	Complete Genome	Major	Full	2020/01/08	ASM983402v1	COSMAX BTI	GCA_009834025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/834/025/GCF_009834025.1_ASM983402v1		assembly from type material
GCF_002101395.1	PRJNA224116	SAMN06329872		representative genome	1891675	1891675	Pantoea alhagi	strain=LTYR-11Z		latest	Complete Genome	Major	Full	2017/04/20	ASM210139v1	Northwest A&F University	GCA_002101395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/395/GCF_002101395.1_ASM210139v1		assembly from type material
GCF_012932215.1	PRJNA224116	SAMN14082710		representative genome	1891787	1891787	Roseobacter ponti	strain=DSM 106830		latest	Complete Genome	Major	Full	2020/04/29	ASM1293221v1	Georg-August-University Goettingen	GCA_012932215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/932/215/GCF_012932215.1_ASM1293221v1		assembly from type material
GCF_001983935.1	PRJNA224116	SAMN05726332		representative genome	1891926	1891926	Fuerstia marisgermanicae	strain=NH11		latest	Complete Genome	Major	Full	2017/02/03	ASM198393v1	Leibniz-Institute DSMZ German Collection of Microorganisms and Cell Cultures	GCA_001983935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/983/935/GCF_001983935.1_ASM198393v1		assembly from type material
GCF_001886615.1	PRJNA224116	SAMN06019500		representative genome	1897729	1897729	Halomonas aestuarii	strain=Hb3		latest	Complete Genome	Major	Full	2016/11/28	ASM188661v1	Jeju National University	GCA_001886615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/615/GCF_001886615.1_ASM188661v1		assembly from type material
GCF_013283835.1	PRJNA224116	SAMN10884415		representative genome	1904463	1904463	Poseidonibacter lekithochrous	strain=DSM 100870		latest	Complete Genome	Major	Full	2020/06/07	ASM1328383v1	USDA, ARS, WRRC	GCA_013283835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/283/835/GCF_013283835.1_ASM1328383v1		assembly from type material
GCF_001735805.1	PRJNA224116	SAMN05520841		representative genome	1904616	1904616	Streptomyces fodineus	strain=TW1S1		latest	Complete Genome	Major	Full	2016/09/20	ASM173580v1	Chungnam National University	GCA_001735805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/735/805/GCF_001735805.1_ASM173580v1		assembly from type material
GCF_001742145.1	PRJNA224116	SAMN02729843		representative genome	1905730	1905730	Pectobacterium parmentieri	strain=RNS 08-42-1A		latest	Complete Genome	Major	Full	2016/09/22	ASM174214v1	Institute for integrative biology of the cell	GCA_001742145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/742/145/GCF_001742145.1_ASM174214v1		assembly from type material
GCF_010587025.1	PRJNA224116	SAMN11618741		representative genome	1906744	1906744	Rodentibacter heylii	strain=G1		latest	Complete Genome	Major	Full	2020/02/14	ASM1058702v1	University of Alabama at Birmingham	GCA_010587025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/587/025/GCF_010587025.1_ASM1058702v1		
GCF_002271215.1	PRJNA224116	SAMN05891786		representative genome	1907578	1907578	Lelliottia jeotgali	strain=PFL01		latest	Complete Genome	Major	Full	2017/08/28	ASM227121v1	Kyung Hee university	GCA_002271215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/271/215/GCF_002271215.1_ASM227121v1		assembly from type material
GCF_005280275.1	PRJNA224116	SAMN11525967		representative genome	1908198	1908198	Salinivibrio kushneri	strain=AL184		latest	Complete Genome	Major	Full	2019/05/11	ASM528027v1	University of Sevilla, Spain	GCA_005280275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/275/GCF_005280275.1_ASM528027v1		assembly from type material
GCF_001856685.1	PRJNA224116	SAMN05938308		representative genome	1912795	1912795	Actinomyces tangfeifanii	strain=VUL4_3		latest	Complete Genome	Major	Full	2016/10/31	ASM185668v1	China CDC	GCA_001856685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/856/685/GCF_001856685.1_ASM185668v1		assembly from type material
GCF_008000835.1	PRJNA224116	SAMN12421742		representative genome	1912871	1912871	Malaciobacter canalis	strain=LMG 29148		latest	Complete Genome	Major	Full	2019/08/17	ASM800083v1	USDA, ARS, WRRC	GCA_008000835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/000/835/GCF_008000835.1_ASM800083v1		assembly from type material
GCF_003287895.1	PRJNA224116	SAMN09487132		representative genome	1912897	1912897	Blautia argi	strain=KCTC 15426		latest	Complete Genome	Major	Full	2018/07/04	ASM328789v1	KRIBB	GCA_003287895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/287/895/GCF_003287895.1_ASM328789v1		assembly from type material
GCF_001889005.1	PRJNA224116	SAMN05945920		representative genome	1913577	1913577	Gramella salexigens	strain=LPB0144		latest	Complete Genome	Major	Full	2016/12/05	ASM188900v1	Korea University	GCA_001889005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/005/GCF_001889005.1_ASM188900v1		assembly from type material
GCF_003967275.1	PRJNA224116	SAMD00126344		representative genome	1914471	1914471	Sulfuritortus calidifontis	strain=J1A		latest	Complete Genome	Major	Full	2018/10/25	ASM396727v1	The Institute of Low Temperature Science, Hokkaido University	GCA_003967275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/275/GCF_003967275.1_ASM396727v1		assembly from type material
GCF_001940525.2	PRJNA224116	SAMN05969900		representative genome	1915078	1915078	Thioclava nitratireducens	strain=25B10_4		latest	Complete Genome	Major	Full	2017/02/21	ASM194052v2	Thioclava sp. 25B10_4 (MCCC 1A07302) is available from MCCC (Marine Culture Collection of China) (http://www.mccc.org.cn/).	GCA_001940525.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/940/525/GCF_001940525.2_ASM194052v2		assembly from type material
GCF_002754935.1	PRJNA224116	SAMN06008796		representative genome	1917166	33070	Synechococcus lividus PCC 6715	strain=PCC 6715		latest	Complete Genome	Major	Full	2017/11/06	ASM275493v1	Peking University Shenzhen Graduate School	GCA_002754935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/754/935/GCF_002754935.1_ASM275493v1		assembly from type material
GCF_002863865.1	PRJNA224116	SAMN06011404		representative genome	1917421	1917421	Ketobacter alkanivorans	strain=GI5		latest	Complete Genome	Major	Full	2018/01/05	ASM286386v1	Chungbuk University	GCA_002863865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/865/GCF_002863865.1_ASM286386v1		assembly from type material
GCF_003609975.1	PRJNA224116	SAMD00097183		representative genome	1917441	1917441	Streptococcus ruminantium	strain=GUT-187		latest	Complete Genome	Major	Full	2018/04/12	ASM360997v1	Department of Infectious Diseases	GCA_003609975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/609/975/GCF_003609975.1_ASM360997v1		
GCF_002795805.1	PRJNA224116	SAMN06046392		representative genome	1921086	1921086	Mariprofundus aestuarium	strain=CP-5		latest	Complete Genome	Major	Full	2017/11/27	ASM279580v1	University of Delaware	GCA_002795805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/805/GCF_002795805.1_ASM279580v1		assembly from type material
GCF_002795825.1	PRJNA224116	SAMN06046393		representative genome	1921087	1921087	Mariprofundus ferrinatatus	strain=CP-8		latest	Complete Genome	Major	Full	2017/11/27	ASM279582v1	University of Delaware	GCA_002795825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/825/GCF_002795825.1_ASM279582v1		assembly from type material
GCF_001890385.1	PRJNA224116	SAMN06050156		representative genome	1921510	1921510	Tardibacter chloracetimidivorans	strain=JJ-A5		latest	Complete Genome	Major	Full	2016/12/07	ASM189038v1	College of Agriculture and Life Science, Seoul National University	GCA_001890385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/385/GCF_001890385.1_ASM189038v1		assembly from type material
GCF_014489595.1	PRJNA224116	SAMN15892564		representative genome	1926868	1926868	Acidovorax monticola	strain=KACC 19171		latest	Complete Genome	Major	Full	2020/09/06	ASM1448959v1	Kyung Hee University	GCA_014489595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/489/595/GCF_014489595.1_ASM1448959v1		assembly from type material
GCF_003966895.1	PRJNA224116	SAMD00106843		representative genome	1930071	1930071	Methylomusa anaerophila	strain=MMFC1		latest	Complete Genome	Major	Full	2018/09/11	ASM396689v1	Tokyo University of Pharmacy and Life Sciences	GCA_003966895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/895/GCF_003966895.1_ASM396689v1		assembly from type material
GCF_007855275.1	PRJNA224116	SAMN12368439		representative genome	1933880	1933880	Glutamicibacter halophytocola	strain=DR408		latest	Complete Genome	Major	Full	2019/08/06	ASM785527v1	Yonsei University	GCA_007855275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/855/275/GCF_007855275.1_ASM785527v1		
GCF_004299785.2	PRJNA224116	SAMN10884417		representative genome	1935204	1935204	[Arcobacter] porcinus	strain=CCUG 56899		latest	Complete Genome	Major	Full	2019/09/13	ASM429978v2	USDA, ARS, WRRC	GCA_004299785.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/299/785/GCF_004299785.2_ASM429978v2		assembly from type material
GCF_004028235.1	PRJNA224116	SAMN10713103		representative genome	1935379	1935379	Leucobacter muris	strain=DSM 101948		latest	Complete Genome	Major	Full	2019/01/17	ASM402823v1	Leibniz Institute DSMZ	GCA_004028235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/028/235/GCF_004028235.1_ASM402823v1		assembly from type material
GCF_011207455.1	PRJNA224116	SAMN14116118		representative genome	1936021	1936021	Thermosulfuriphilus ammonigenes	strain=ST65		latest	Complete Genome	Major	Full	2020/03/12	ASM1120745v1	Research Center of Biotechnology RAS	GCA_011207455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/207/455/GCF_011207455.1_ASM1120745v1		assembly from type material
GCF_005144885.1	PRJNA224116	SAMN11431409		representative genome	1940610	1940610	Phreatobacter stygius	strain=KCTC 52518		latest	Complete Genome	Major	Full	2019/05/05	ASM514488v1	Nakdonggang National Institute of Biological Resources	GCA_005144885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/144/885/GCF_005144885.1_ASM514488v1		assembly from type material
GCF_008119665.1	PRJNA224116	SAMN12607274		representative genome	1940612	1940612	Pigmentiphaga aceris	strain=Mada1488		latest	Complete Genome	Major	Full	2019/08/27	ASM811966v1	Leibniz Institute DSMZ	GCA_008119665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/119/665/GCF_008119665.1_ASM811966v1		
GCF_900169485.1	PRJNA224116	SAMEA103910411		representative genome	1944646	1944646	Phoenicibacter congonensis	strain=Marseille-P3241		latest	Complete Genome	Major	Full	2017/03/14	PRJEB19959	URMITE	GCA_900169485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/169/485/GCF_900169485.1_PRJEB19959		assembly from type material
GCF_002105555.1	PRJNA224116	SAMN06289119		representative genome	1945662	1945662	Paracoccus contaminans	strain=RKI 16-01929T=LMG 29738T=CCM 8701T=CIP 111112T		latest	Complete Genome	Major	Full	2017/04/24	ASM210555v1	Robert Koch Institute	GCA_002105555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/555/GCF_002105555.1_ASM210555v1		assembly from type material
GCF_002076915.1	PRJNA224116	SAMN06640690		representative genome	1960083	1960083	Actinomyces gaoshouyii	strain=pika_114		latest	Complete Genome	Major	Full	2017/04/03	ASM207691v1	China CDC	GCA_002076915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/076/915/GCF_002076915.1_ASM207691v1		
GCF_003957745.1	PRJNA224116	SAMN06480555		representative genome	1965282	1965282	Shewanella khirikhana	strain=TH2012		latest	Complete Genome	Major	Full	2018/12/21	ASM395774v1	National Center for Genetic Engineering and Biotechnology (BIOTEC), National Science and Technology	GCA_003957745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/957/745/GCF_003957745.1_ASM395774v1		assembly from type material
GCF_002076895.1	PRJNA224116	SAMN06606376		representative genome	1967665	1967665	Colwellia beringensis	strain=NB097-1		latest	Complete Genome	Major	Full	2017/04/03	ASM207689v1	Third Institute Of Oceanography,State Oceanic Administration	GCA_002076895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/076/895/GCF_002076895.1_ASM207689v1		assembly from type material
GCF_003352165.1	PRJNA224116	SAMN09005679		representative genome	1969806	1969806	Acidibrevibacterium fodinaquatile	strain=G45-3		latest	Complete Genome	Major	Full	2018/08/01	ASM335216v1	institute of microbiology	GCA_003352165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/352/165/GCF_003352165.1_ASM335216v1		assembly from type material
GCF_014126615.1	PRJNA224116	SAMN15685211		representative genome	1969821	1969821	Ciceribacter thiooxidans	strain=F43B		latest	Complete Genome	Major	Full	2020/08/10	ASM1412661v1	Nanjing Agricultural University	GCA_014126615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/126/615/GCF_014126615.1_ASM1412661v1		assembly from type material
GCF_004001245.1	PRJNA224116	SAMD00126345		representative genome	1972068	1972068	Sulfurivermis fontis	strain=JG42		latest	Complete Genome	Major	Full	2018/10/25	ASM400124v1	The Institute of Low Temperature Science, Hokkaido University	GCA_004001245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/001/245/GCF_004001245.1_ASM400124v1		assembly from type material
GCF_001022135.1	PRJNA224116	SAMN03733692		representative genome	1972431	1972431	Phytobacter ursingii	strain=CAV1151		latest	Complete Genome	Major	Full	2015/06/09	ASM102213v1	University of Oxford	GCA_001022135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/135/GCF_001022135.1_ASM102213v1		
GCF_009739905.1	PRJNA224116	SAMN10516753		representative genome	1977088	1977088	Streptomyces ficellus	strain=NRRL 8067		latest	Complete Genome	Major	Full	2019/12/11	ASM973990v1	college of bioengineering	GCA_009739905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/739/905/GCF_009739905.1_ASM973990v1		
GCF_002269345.1	PRJNA224116	SAMN07502071		representative genome	1982042	1982042	Tsuneonella mangrovi	strain=C9-11		latest	Complete Genome	Major	Full	2017/08/24	ASM226934v1	Xiamen University	GCA_002269345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/345/GCF_002269345.1_ASM226934v1		assembly from type material
GCF_002952055.1	PRJNA224116	SAMN06909033		representative genome	1986146	1986146	Desulfobulbus oralis	strain=HOT041/ORNL		latest	Complete Genome	Major	Full	2018/02/14	ASM295205v1	Oak Ridge National Laboratory	GCA_002952055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/055/GCF_002952055.1_ASM295205v1		assembly from type material
GCF_900184705.1	PRJNA224116	SAMEA104092011		representative genome	1986204	1986204	Brevefilum fermentans		CAMBI-1	latest	Complete Genome	Major	Full	2017/06/06	CAMBI-1	AALBORG UNIVERSITY	GCA_900184705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/184/705/GCF_900184705.1_CAMBI-1		
GCF_003966955.1	PRJNA224116	SAMD00152193		representative genome	2003188	2003188	Parolsenella catena	strain=JCM 31932		latest	Complete Genome	Major	Full	2018/12/01	ASM396695v1	National Institute of Genetics	GCA_003966955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/955/GCF_003966955.1_ASM396695v1		assembly from type material
GCF_002165375.2	PRJNA224116	SAMN07138949		representative genome	2004650	2004650	Acinetobacter chinensis	strain=WCHAc010005		latest	Complete Genome	Major	Full	2018/09/12	ASM216537v2	West China Hospital, Sichuan University	GCA_002165375.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/375/GCF_002165375.2_ASM216537v2		assembly from type material
GCF_003990665.1	PRJNA224116	SAMD00081177		representative genome	2005468	32053	Thermosynechococcus vulcanus NIES-2134	strain=NIES-2134		latest	Complete Genome	Major	Full	2017/10/25	ASM399066v2	Toyohashi University of Technology	GCA_003990665.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/990/665/GCF_003990665.1_ASM399066v2		
GCF_002197645.1	PRJNA224116	SAMN07171652		representative genome	2005703	2005703	Enterococcus wangshanyuanii	strain=MN05		latest	Complete Genome	Major	Full	2017/06/19	ASM219764v1	Chinese Center for Disease Control and Prevention	GCA_002197645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/645/GCF_002197645.1_ASM219764v1		assembly from type material
GCF_002327105.1	PRJNA224116	SAMN07357069		representative genome	2006110	2006110	Luteimonas chenhongjianii	strain=100111		latest	Complete Genome	Major	Full	2017/09/21	ASM232710v1	China disease prevention and control center	GCA_002327105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/327/105/GCF_002327105.1_ASM232710v1		assembly from type material
GCF_003290445.1	PRJNA224116	SAMN07192706		representative genome	2007306	2007306	Francisella adeliensis	strain=FDC440		latest	Complete Genome	Major	Full	2018/07/09	ASM329044v1	Swedish Defense Research Agancy	GCA_003290445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/290/445/GCF_003290445.1_ASM329044v1		assembly from type material
